RAdeg,DEdeg,e_RAdeg,e_DEdeg,Field,nobs,mobs,B_V,e_B_V,Vmag,e_Vmag,u_e_Vmag,Bmag,e_Bmag,u_e_Bmag,gmag,e_gmag,u_e_gmag,rmag,e_rmag,u_e_rmag,imag,e_imag,u_e_imag
0.394862,-0.285084,0.411,0.65,20160136,5,18,0.79,0.113,14.842,0.11,0.0,15.632,0.027,0.0,15.187,0.045,0.0,14.559,0.014,0.0,14.294,0.088,0.0
0.443728,-0.25342,0.337,0.375,20160136,5,18,0.668,0.032,14.045,0.013,0.0,14.714,0.029,0.0,14.332,0.039,0.0,13.828,0.049,0.0,13.651,0.052,0.0
0.48332,-0.260992,0.549,0.882,20160136,5,16,0.665,0.104,15.325,0.086,0.0,15.99,0.059,0.0,15.573,0.044,0.0,15.223,0.053,0.0,14.96,0.017,0.0
0.466499,-0.200941,0.865,0.976,20160136,5,16,0.896,0.208,15.793,0.053,0.0,16.689,0.201,0.0,16.344,0.122,0.0,15.342,0.048,0.0,14.946,0.138,0.0
0.711817,-0.255639,0.832,0.812,20160136,3,11,0.693,0.062,15.446,0.012,0.0,16.14,0.061,0.0,15.836,0.062,0.0,15.154,0.075,0.0,14.971,0.0,1.0
0.714551,-0.250061,0.212,0.14,20110001,6,23,0.762,0.028,12.447,0.017,0.0,13.209,0.023,0.0,12.779,0.033,0.0,12.237,0.042,0.0,12.03,0.014,0.0
0.697204,-0.226263,0.774,1.355,20160136,2,5,0.83,0.184,15.99,0.0,1.0,16.821,0.184,1.0,16.274,0.04,0.0,15.676,0.0,1.0,,,
0.743898,-0.18811,0.572,0.365,20160136,5,18,0.715,0.084,14.632,0.031,0.0,15.347,0.078,0.0,14.984,0.022,0.0,14.437,0.05,0.0,14.242,0.039,0.0
0.687363,-0.195782,0.487,0.394,20160136,5,18,0.744,0.068,14.476,0.059,0.0,15.22,0.033,0.0,14.805,0.061,0.0,14.351,0.041,0.0,14.17,0.027,0.0
0.780353,-0.202934,0.464,0.196,20110001,6,24,0.671,0.023,13.656,0.016,0.0,14.328,0.017,0.0,13.973,0.029,0.0,13.485,0.035,0.0,13.263,0.031,0.0
0.811978,-0.175128,1.042,1.201,20160136,2,3,,,,,,,,,17.375,0.0,1.0,16.101,0.0,1.0,14.938,0.076,1.0
0.829412,-0.1642,0.273,0.123,20110001,3,15,0.635,0.094,9.437,0.0,1.0,10.072,0.094,0.0,10.004,0.462,0.0,9.359,0.0,1.0,9.24,0.0,1.0
0.857189,-0.143754,0.77,0.603,20160136,6,21,0.569,0.061,14.855,0.05,0.0,15.424,0.036,0.0,15.092,0.029,0.0,14.688,0.024,0.0,14.456,0.079,0.0
0.803059,-0.142423,0.483,0.488,20160136,5,20,0.974,0.047,14.286,0.042,0.0,15.26,0.021,0.0,14.745,0.029,0.0,13.971,0.061,0.0,13.671,0.047,0.0
0.809776,-0.139334,0.17,0.128,20160136,5,20,1.108,0.028,13.132,0.015,0.0,14.241,0.024,0.0,13.69,0.03,0.0,12.705,0.045,0.0,12.305,0.025,0.0
0.746512,-0.113671,0.777,0.8,20160136,5,15,0.646,0.081,15.36,0.076,0.0,16.005,0.028,0.0,15.638,0.064,0.0,15.123,0.065,0.0,14.759,0.112,0.0
0.782767,-0.093865,0.285,0.371,20160136,6,21,0.733,0.026,14.136,0.01,0.0,14.869,0.024,0.0,14.491,0.037,0.0,13.918,0.046,0.0,13.72,0.053,0.0
0.573069,-0.186657,0.969,0.843,20160136,4,10,0.852,0.0,15.63,0.0,1.0,16.481,0.0,1.0,15.991,0.076,0.0,15.417,0.095,0.0,15.103,0.07,0.0
0.656159,-0.182562,0.801,1.324,20160136,2,3,,,,,,,,,17.109,0.0,1.0,15.827,0.0,1.0,15.046,0.078,1.0
0.641646,-0.157767,0.668,0.545,20160136,5,18,0.785,0.045,14.633,0.015,0.0,15.418,0.043,0.0,15.013,0.035,0.0,14.363,0.061,0.0,14.163,0.036,0.0
0.532007,-0.145908,0.328,0.342,20160136,5,18,0.695,0.052,14.073,0.048,0.0,14.768,0.02,0.0,14.399,0.014,0.0,13.894,0.021,0.0,13.697,0.062,0.0
0.630745,-0.131239,0.613,0.709,20160136,5,14,0.691,0.09,15.486,0.072,0.0,16.177,0.054,0.0,15.83,0.096,0.0,15.278,0.062,0.0,14.924,0.105,0.0
0.604322,-0.110835,0.611,0.182,20160136,2,4,0.875,0.114,15.866,0.0,1.0,16.741,0.114,1.0,16.358,0.0,1.0,15.691,0.0,1.0,,,
0.729243,-0.068456,0.617,0.693,20140001,5,16,0.926,0.047,14.97,0.044,0.0,15.897,0.016,0.0,15.45,0.022,0.0,14.669,0.062,0.0,14.425,0.075,0.0
0.72911,-0.068195,0.833,1.581,20160136,2,3,,,,,,,,,15.384,0.0,1.0,14.691,0.0,1.0,14.329,0.066,1.0
0.729617,-0.088365,0.457,0.423,20160136,6,19,0.876,0.03,14.494,0.024,0.0,15.37,0.018,0.0,14.878,0.048,0.0,14.208,0.035,0.0,13.913,0.03,0.0
0.660928,-0.055092,0.419,0.449,20160136,6,19,0.769,0.066,14.518,0.031,0.0,15.286,0.058,0.0,14.88,0.023,0.0,14.292,0.027,0.0,14.056,0.028,0.0
0.689542,-0.048595,0.564,0.509,20160136,6,19,0.714,0.063,14.701,0.058,0.0,15.416,0.025,0.0,15.025,0.016,0.0,14.518,0.037,0.0,14.305,0.039,0.0
0.95727,-0.198506,0.251,0.159,20110001,6,22,0.593,0.035,12.977,0.016,0.0,13.57,0.031,0.0,13.236,0.036,0.0,12.846,0.026,0.0,12.682,0.031,0.0
0.980102,-0.196474,0.278,0.403,20110001,6,24,1.315,0.043,13.21,0.016,0.0,14.525,0.041,0.0,13.901,0.059,0.0,12.644,0.032,0.0,12.098,0.033,0.0
0.927694,-0.168152,1.723,0.528,20160136,3,6,,,,,,,,,16.25,0.019,0.0,15.723,0.075,0.0,15.578,0.062,0.0
0.935177,-0.121494,0.458,0.179,20140001,2,3,,,,,,,,,,,,15.396,0.043,1.0,14.539,0.067,0.0
0.934955,-0.121454,1.218,1.235,20160136,2,5,1.339,0.0,16.024,0.0,1.0,17.362,0.0,1.0,16.791,0.011,0.0,15.504,0.0,1.0,,,
0.95883,-0.105312,1.038,0.918,20160136,4,11,0.607,0.027,15.445,0.0,1.0,16.052,0.027,0.0,15.78,0.07,0.0,15.274,0.05,0.0,15.0,0.092,0.0
0.96577,-0.078117,0.197,0.217,20110001,7,26,0.643,0.042,12.387,0.033,0.0,13.031,0.026,0.0,12.676,0.042,0.0,12.219,0.031,0.0,12.042,0.012,0.0
0.958623,-0.104898,0.454,1.731,20160136,2,6,0.684,0.102,15.493,0.017,0.0,16.177,0.101,1.0,15.688,0.0,1.0,15.347,0.0,1.0,15.336,0.0,1.0
0.926262,-0.042987,0.849,1.492,20160136,2,8,0.674,0.197,16.146,0.038,0.0,16.82,0.193,0.0,16.523,0.048,0.0,15.927,0.006,0.0,,,
0.826238,-0.050435,0.781,0.518,20160136,5,20,1.042,0.094,15.139,0.091,0.0,16.181,0.021,0.0,15.61,0.054,0.0,14.786,0.025,0.0,14.499,0.079,0.0
0.880828,-0.030129,0.412,0.747,20160136,6,23,0.736,0.071,14.767,0.059,0.0,15.502,0.04,0.0,15.093,0.058,0.0,14.604,0.034,0.0,14.361,0.053,0.0
0.982351,-0.037012,0.743,1.366,20160136,2,7,0.333,0.11,16.312,0.0,1.0,16.646,0.11,1.0,16.521,0.15,0.0,16.216,0.058,0.0,16.123,0.0,1.0
0.785546,-0.065076,0.268,0.273,20160136,6,21,1.301,0.038,13.974,0.021,0.0,15.275,0.032,0.0,14.66,0.045,0.0,13.434,0.047,0.0,12.925,0.022,0.0
0.802721,-0.063061,0.752,0.947,20160136,6,20,1.107,0.191,15.248,0.038,0.0,16.355,0.187,0.0,15.782,0.11,0.0,14.881,0.054,0.0,14.578,0.068,0.0
0.811577,-0.049286,0.141,0.125,20110001,7,26,1.402,0.051,11.208,0.039,0.0,12.609,0.033,0.0,11.878,0.043,0.0,10.713,0.042,0.0,10.159,0.038,0.0
0.805761,-0.001834,0.799,0.824,20160136,4,8,,,15.701,0.101,0.0,,,,16.208,0.038,0.0,15.526,0.082,0.0,15.216,0.086,1.0
0.806269,-0.001221,0.863,0.909,20160136,2,2,,,,,,16.631,0.0,1.0,,,,15.454,0.078,1.0,,,
0.770453,-0.000378,1.348,0.775,20140001,3,6,,,16.381,0.0,1.0,,,,16.477,0.139,0.0,15.991,0.089,0.0,16.073,0.0,1.0
0.777426,-0.011228,0.831,0.642,20160136,6,17,1.555,0.0,15.505,0.0,1.0,17.06,0.0,1.0,16.165,0.084,0.0,14.976,0.059,0.0,14.334,0.031,0.0
0.746658,0.022068,0.54,0.977,20160136,3,6,,,,,,,,,15.972,0.079,0.0,15.376,0.063,0.0,15.236,0.206,0.0
0.746708,0.021716,0.61,1.078,20160136,3,6,0.901,0.0,15.633,0.0,1.0,16.534,0.0,1.0,15.972,0.028,0.0,15.402,0.0,0.0,,,
0.806268,0.01804,0.269,0.396,20160136,6,23,0.631,0.035,13.433,0.031,0.0,14.064,0.016,0.0,13.711,0.032,0.0,13.286,0.048,0.0,13.104,0.035,0.0
0.80221,0.04533,0.848,0.976,20160136,3,10,0.852,0.0,16.248,0.0,1.0,17.1,0.0,1.0,16.71,0.094,0.0,16.08,0.099,0.0,15.757,0.053,0.0
0.919854,0.09742,0.191,0.319,20110001,5,23,0.705,0.057,12.354,0.039,0.0,13.059,0.041,0.0,12.647,0.023,0.0,12.166,0.055,0.0,11.974,0.023,0.0
0.809279,0.060095,0.925,0.379,20160136,4,10,0.831,0.0,15.738,0.0,1.0,16.569,0.0,1.0,16.072,0.077,0.0,15.459,0.006,0.0,14.997,0.051,0.0
0.855085,0.117589,1.203,0.778,20140001,3,8,0.462,0.185,15.988,0.172,0.0,16.45,0.069,0.0,16.152,0.09,0.0,15.666,0.157,0.0,,,
0.988468,0.064333,0.314,0.319,20110001,7,28,0.698,0.044,13.62,0.035,0.0,14.319,0.028,0.0,13.944,0.039,0.0,13.455,0.049,0.0,13.244,0.033,0.0
0.918773,0.124609,0.443,0.688,20140001,4,16,0.872,0.0,14.844,0.0,0.0,15.716,0.0,0.0,15.295,0.048,0.0,14.533,0.071,0.0,14.269,0.049,0.0
0.972979,0.195659,0.618,0.336,20140001,4,17,0.49,0.046,15.184,0.036,0.0,15.674,0.028,0.0,15.374,0.012,0.0,14.968,0.09,0.0,14.751,0.066,0.0
0.426839,-0.21817,0.218,0.136,20110001,3,15,0.643,0.0,8.637,0.0,1.0,9.28,0.0,1.0,9.533,0.874,0.0,8.503,0.0,1.0,8.366,0.0,1.0
0.361515,-0.229058,0.45,0.689,20140001,4,14,0.117,0.453,14.663,0.337,0.0,14.78,0.303,0.0,14.813,0.405,0.0,14.619,0.275,0.0,14.538,0.177,0.0
0.521522,-0.149396,0.418,0.607,20160136,5,15,0.478,0.066,15.087,0.06,0.0,15.565,0.027,0.0,15.28,0.023,0.0,14.911,0.054,0.0,14.748,0.13,0.0
0.462875,-0.150215,0.465,0.602,20160136,5,10,,,,,,,,,16.15,0.069,0.0,15.342,0.017,0.0,15.099,0.116,0.0
0.485935,-0.128344,0.11,0.261,20110001,6,23,0.568,0.032,11.028,0.032,0.0,11.596,0.0,0.0,11.27,0.031,0.0,10.912,0.037,0.0,10.788,0.051,0.0
0.375193,-0.131996,0.99,1.54,20160136,2,7,0.525,0.122,16.277,0.0,1.0,16.802,0.122,1.0,16.382,0.016,0.0,15.913,0.054,0.0,15.821,0.0,1.0
0.396836,-0.137991,0.616,0.227,20110001,5,20,1.034,0.031,10.135,0.023,0.0,11.169,0.02,0.0,10.683,0.09,0.0,9.816,0.0,1.0,9.502,0.0,1.0
0.386879,-0.123126,0.782,0.707,20160136,3,14,0.702,0.069,15.393,0.054,0.0,16.096,0.042,0.0,15.778,0.009,0.0,15.246,0.02,0.0,14.97,0.07,0.0
0.438539,-0.108427,0.127,0.549,20110001,6,25,0.756,0.021,12.493,0.021,0.0,13.249,0.0,0.0,12.84,0.022,0.0,12.284,0.021,0.0,12.097,0.033,0.0
0.325688,-0.167738,0.466,0.42,20110001,2,8,1.259,0.0,15.285,0.0,1.0,16.544,0.0,1.0,15.977,0.006,0.0,14.623,0.041,0.0,13.918,0.01,0.0
0.290192,-0.101191,1.202,0.96,20140001,2,3,,,,,,,,,16.394,0.061,1.0,15.919,0.0,1.0,15.613,0.0,1.0
0.245257,-0.101921,0.493,0.998,20110001,2,7,0.683,0.072,15.539,0.0,1.0,16.222,0.072,1.0,15.767,0.01,0.0,15.366,0.159,0.0,15.111,0.0,1.0
0.369087,-0.133883,0.896,0.587,20160136,2,5,0.618,0.106,16.024,0.0,1.0,16.643,0.106,1.0,16.257,0.058,0.0,15.786,0.0,1.0,,,
0.385204,-0.100471,1.089,0.808,20140001,3,8,0.54,0.06,15.498,0.0,1.0,16.038,0.06,1.0,15.807,0.054,0.0,15.297,0.0,0.0,15.097,0.042,0.0
0.403964,-0.099109,0.632,1.201,20160136,5,17,0.647,0.096,15.222,0.094,0.0,15.869,0.02,0.0,15.499,0.045,0.0,15.002,0.031,0.0,14.839,0.012,0.0
0.420451,-0.060247,0.924,0.662,20140001,2,4,,,,,,,,,17.303,0.136,1.0,16.066,0.0,1.0,15.807,0.145,0.0
0.39794,-0.066965,0.185,0.456,20110001,6,23,0.516,0.029,12.745,0.022,0.0,13.261,0.02,0.0,12.968,0.027,0.0,12.612,0.037,0.0,12.513,0.038,0.0
0.311458,-0.104862,0.249,0.294,20140001,3,11,0.87,0.02,14.247,0.0,0.0,15.118,0.02,0.0,14.642,0.022,0.0,13.892,0.025,0.0,13.662,0.061,0.0
0.31378,-0.092163,0.98,0.436,20140001,2,5,0.457,0.06,15.561,0.0,1.0,16.018,0.06,1.0,15.771,0.0,1.0,15.356,0.0,1.0,15.207,0.0,1.0
0.33259,-0.066422,0.437,0.345,20140001,4,16,0.922,0.063,14.173,0.053,0.0,15.094,0.036,0.0,14.612,0.015,0.0,13.953,0.029,0.0,13.7,0.04,0.0
0.292439,-0.076347,0.267,0.132,20110001,3,13,0.626,0.0,8.109,0.0,1.0,8.736,0.0,1.0,8.37,0.0,1.0,7.99,0.0,1.0,7.85,0.0,1.0
0.319803,-0.047662,0.54,0.959,20140001,3,11,0.779,0.032,15.269,0.012,0.0,16.048,0.029,0.0,15.678,0.015,0.0,15.02,0.027,0.0,14.843,0.045,0.0
0.529116,-0.085648,0.808,0.883,20160136,5,17,0.702,0.099,15.266,0.006,0.0,15.968,0.098,0.0,15.564,0.032,0.0,15.039,0.053,0.0,14.883,0.092,0.0
0.54835,-0.074925,0.345,0.623,20160136,6,19,0.598,0.11,14.659,0.1,0.0,15.257,0.047,0.0,14.929,0.031,0.0,14.54,0.056,0.0,14.363,0.063,0.0
0.5138,-0.036422,0.228,0.328,20110001,7,23,0.543,0.041,12.382,0.03,0.0,12.925,0.027,0.0,12.618,0.037,0.0,12.262,0.034,0.0,12.125,0.025,0.0
0.508676,-0.035023,0.874,0.389,20160136,5,16,0.711,0.074,12.97,0.043,0.0,13.681,0.061,0.0,13.28,0.059,0.0,12.81,0.042,0.0,12.651,0.047,0.0
0.543693,-0.02157,0.765,0.628,20160136,6,21,0.96,0.09,15.028,0.032,0.0,15.989,0.084,0.0,15.589,0.054,0.0,14.592,0.07,0.0,14.147,0.072,0.0
0.638963,-0.043552,0.393,0.451,20160136,6,19,0.728,0.062,14.151,0.061,0.0,14.879,0.011,0.0,14.485,0.037,0.0,13.968,0.048,0.0,13.789,0.028,0.0
0.563154,-0.000422,1.066,0.927,20160136,5,12,,,,,,,,,16.113,0.061,0.0,15.197,0.066,0.0,14.8,0.141,0.0
0.615787,0.07032,0.283,0.472,20140001,5,19,0.817,0.089,14.085,0.084,0.0,14.901,0.03,0.0,14.504,0.031,0.0,13.863,0.083,0.0,13.673,0.056,0.0
0.436964,-0.018906,0.164,0.363,20110001,7,26,1.59,0.052,11.15,0.034,0.0,12.74,0.04,0.0,11.934,0.048,0.0,10.643,0.074,0.0,9.915,0.0,1.0
0.456498,0.007705,0.346,0.665,20160136,6,21,0.672,0.049,14.236,0.03,0.0,14.908,0.039,0.0,14.54,0.024,0.0,14.049,0.068,0.0,13.849,0.047,0.0
0.369609,0.010194,1.226,0.883,20140001,3,10,0.696,0.063,15.087,0.0,1.0,15.782,0.063,0.0,15.463,0.164,0.0,14.88,0.006,0.0,14.752,0.039,0.0
0.405774,0.030325,0.976,0.764,20140001,2,5,,,,,,,,,16.599,0.131,0.0,16.128,0.05,0.0,15.738,0.0,1.0
0.45186,0.048845,0.923,1.159,20140001,2,4,,,,,,,,,16.912,0.155,1.0,15.706,0.0,1.0,15.346,0.185,0.0
0.567286,0.072382,1.658,1.304,20140001,2,4,,,,,,,,,16.59,0.0,1.0,15.885,0.11,0.0,15.498,0.0,1.0
0.567643,0.072326,0.892,1.15,20160136,2,4,,,,,,,,,16.76,0.192,0.0,15.923,0.0,1.0,15.544,0.0,1.0
0.506084,0.080588,0.913,1.128,20140001,3,9,0.72,0.251,15.495,0.171,0.0,16.215,0.184,0.0,15.87,0.067,0.0,15.368,0.019,0.0,15.141,0.0,1.0
0.459616,0.0862,0.78,0.577,20140001,4,14,0.48,0.07,15.431,0.059,0.0,15.911,0.038,0.0,15.764,0.061,0.0,15.294,0.073,0.0,15.209,0.126,0.0
0.13778,-0.09101,0.607,0.251,20160270,4,15,0.731,0.047,13.694,0.035,0.0,14.426,0.031,0.0,14.029,0.037,0.0,13.501,0.055,0.0,13.395,0.014,0.0
0.249622,-0.04695,0.168,0.223,20140001,3,11,0.702,0.048,13.982,0.042,0.0,14.684,0.023,0.0,14.294,0.0,0.0,13.807,0.02,0.0,13.651,0.017,0.0
0.296302,0.026529,0.619,0.592,20140001,4,14,0.778,0.169,14.796,0.115,0.0,15.574,0.123,0.0,15.177,0.057,0.0,14.587,0.065,0.0,14.329,0.093,0.0
0.252297,0.005429,0.665,0.362,20140001,3,8,,,,,,,,,16.143,0.014,0.0,15.44,0.031,0.0,15.135,0.008,0.0
0.24377,0.017195,0.613,0.464,20140001,3,13,0.849,0.027,14.923,0.006,0.0,15.772,0.026,0.0,15.252,0.029,0.0,14.698,0.07,0.0,14.321,0.048,0.0
0.251177,0.01929,0.456,0.271,20140001,4,14,1.449,0.056,14.086,0.037,0.0,15.535,0.041,0.0,14.814,0.047,0.0,13.521,0.079,0.0,12.67,0.022,0.0
0.240024,0.053242,0.385,0.318,20140135,6,21,0.445,0.077,13.803,0.035,0.0,14.248,0.068,0.0,13.992,0.059,0.0,13.722,0.1,0.0,13.634,0.053,0.0
0.120851,0.000571,0.685,0.528,20160270,4,15,1.218,0.048,14.655,0.011,0.0,15.873,0.046,0.0,15.349,0.055,0.0,14.188,0.064,0.0,13.631,0.034,0.0
0.047328,-0.006694,0.582,0.647,20140001,3,13,0.669,0.045,14.702,0.018,0.0,15.371,0.041,0.0,15.003,0.05,0.0,14.657,0.089,0.0,14.461,0.069,0.0
0.074696,0.009805,0.476,1.386,20140001,2,3,,,,,,,,,16.586,0.071,1.0,15.96,0.0,1.0,16.104,0.0,1.0
0.030331,-0.006388,0.79,1.172,20140001,3,5,0.779,0.106,15.873,0.0,1.0,16.652,0.106,1.0,16.204,0.0,1.0,15.794,0.0,1.0,15.807,0.0,1.0
0.039136,0.001592,0.449,0.435,20140001,3,5,,,,,,,,,16.82,0.093,1.0,15.26,0.0,1.0,14.457,0.098,0.0
0.07615,0.055933,0.897,0.686,20140135,6,19,1.474,0.063,14.996,0.028,0.0,16.47,0.056,0.0,15.799,0.085,0.0,14.427,0.136,0.0,13.494,0.064,0.0
0.175056,0.065994,1.009,1.118,20140001,3,5,,,,,,,,,16.858,0.0,1.0,15.493,0.0,1.0,14.804,0.019,0.0
0.211885,0.049878,0.403,0.641,20140135,5,19,1.438,0.061,14.751,0.017,0.0,16.189,0.059,0.0,15.534,0.024,0.0,14.082,0.14,0.0,13.203,0.04,0.0
0.250329,0.071328,0.607,0.749,20140135,5,15,0.693,0.104,15.144,0.04,0.0,15.837,0.096,0.0,15.423,0.019,0.0,14.901,0.068,0.0,14.651,0.13,0.0
0.225547,0.099249,0.389,0.439,20140135,6,21,0.623,0.108,14.151,0.046,0.0,14.773,0.098,0.0,14.451,0.045,0.0,14.053,0.091,0.0,13.904,0.037,0.0
0.360048,0.024483,0.594,0.805,20160136,6,20,0.744,0.072,14.813,0.021,0.0,15.557,0.069,0.0,15.199,0.032,0.0,14.669,0.085,0.0,14.527,0.041,0.0
0.368099,0.085893,1.047,1.05,20140001,3,13,1.016,0.096,15.375,0.085,0.0,16.39,0.044,0.0,15.963,0.068,0.0,14.936,0.146,0.0,14.437,0.233,0.0
0.394504,0.110585,0.186,0.406,20140135,7,29,0.574,0.062,11.961,0.053,0.0,12.535,0.031,0.0,12.204,0.011,0.0,11.841,0.069,0.0,11.699,0.063,0.0
0.312208,0.085598,0.41,0.27,20110001,5,15,0.699,0.036,13.826,0.034,0.0,14.526,0.012,0.0,14.133,0.033,0.0,13.649,0.052,0.0,13.341,0.045,0.0
0.356668,0.113632,0.452,0.398,20140135,5,18,0.939,0.085,14.655,0.038,0.0,15.594,0.076,0.0,15.074,0.041,0.0,14.388,0.056,0.0,14.104,0.039,0.0
0.448633,0.094953,1.698,0.212,20140001,2,4,,,,,,,,,16.746,0.014,0.0,15.848,0.0,1.0,15.691,0.0,1.0
0.44892,0.093976,1.354,0.725,20160136,2,2,,,,,,,,,,,,15.812,0.06,1.0,15.223,0.0,1.0
0.420594,0.099377,0.857,0.926,20140001,3,12,0.759,0.137,15.692,0.122,0.0,16.45,0.061,0.0,16.128,0.074,0.0,15.491,0.149,0.0,15.217,0.151,0.0
0.491194,0.128402,0.184,0.117,20110001,4,14,0.673,0.086,9.413,0.0,1.0,10.085,0.086,0.0,9.666,0.0,1.0,9.238,0.0,1.0,9.097,0.0,1.0
0.397599,0.127545,0.25,0.475,20140135,7,29,0.572,0.074,13.492,0.071,0.0,14.064,0.021,0.0,13.736,0.02,0.0,13.36,0.072,0.0,13.195,0.057,0.0
0.42837,0.159894,0.275,0.452,20140135,6,27,0.859,0.089,13.611,0.083,0.0,14.47,0.033,0.0,13.979,0.014,0.0,13.377,0.079,0.0,13.165,0.071,0.0
0.43995,0.1545,0.75,0.857,20140135,3,8,1.375,0.0,16.052,0.0,1.0,17.427,0.0,1.0,16.832,0.037,0.0,15.563,0.084,0.0,15.034,0.073,0.0
0.448565,0.196636,0.163,0.099,20140135,6,27,0.582,0.051,11.713,0.048,0.0,12.295,0.016,0.0,11.937,0.025,0.0,11.575,0.05,0.0,11.428,0.037,0.0
0.228385,0.105783,1.1,1.424,20140135,3,6,0.753,0.051,16.175,0.028,0.0,16.928,0.043,0.0,16.476,0.0,1.0,16.007,0.0,1.0,,,
0.212483,0.179684,0.706,0.935,20140001,2,8,1.013,0.0,15.803,0.0,1.0,16.816,0.0,1.0,16.287,0.057,0.0,15.444,0.12,0.0,14.88,0.029,0.0
0.261238,0.176124,0.484,0.288,20140001,2,5,,,,,,,,,16.654,0.03,0.0,16.097,0.057,0.0,15.727,0.0,1.0
0.335066,0.164831,0.312,0.277,20140135,5,22,0.669,0.06,14.21,0.058,0.0,14.879,0.017,0.0,14.488,0.024,0.0,14.056,0.074,0.0,13.878,0.033,0.0
0.327954,0.185445,0.362,0.576,20140135,5,20,0.909,0.073,14.749,0.039,0.0,15.658,0.063,0.0,15.158,0.027,0.0,14.449,0.07,0.0,14.136,0.024,0.0
0.346776,0.213152,1.058,0.913,20140001,2,4,0.878,0.123,15.947,0.0,1.0,16.825,0.123,1.0,16.315,0.0,1.0,15.833,0.0,1.0,,,
0.354946,0.201248,0.183,0.339,20140135,6,25,0.893,0.062,13.381,0.053,0.0,14.274,0.031,0.0,13.784,0.019,0.0,13.096,0.068,0.0,12.783,0.04,0.0
0.40167,0.235975,0.141,0.149,20140135,6,25,1.097,0.058,10.549,0.046,0.0,11.646,0.035,0.0,11.046,0.022,0.0,10.236,0.043,0.0,9.932,0.0,1.0
0.327345,0.217977,0.449,0.615,20140135,5,22,0.851,0.108,14.754,0.063,0.0,15.605,0.089,0.0,15.146,0.034,0.0,14.459,0.075,0.0,14.202,0.047,0.0
0.351124,0.251561,0.125,0.072,20140135,6,22,0.517,0.054,10.66,0.043,0.0,11.177,0.032,0.0,10.871,0.013,0.0,10.509,0.042,0.0,10.397,0.031,0.0
0.384091,0.267005,0.49,0.493,20140135,5,20,1.36,0.142,14.946,0.027,0.0,16.306,0.139,0.0,15.623,0.035,0.0,14.35,0.064,0.0,13.795,0.078,0.0
0.665261,0.036924,1.008,0.827,20160136,3,8,0.712,0.108,15.963,0.0,1.0,16.675,0.108,1.0,16.423,0.023,0.0,15.615,0.073,0.0,15.252,0.033,0.0
0.701176,0.045109,0.491,0.814,20140001,3,9,0.804,0.107,15.865,0.0,1.0,16.669,0.107,1.0,16.174,0.035,0.0,15.569,0.081,0.0,15.281,0.0,1.0
0.75559,0.058705,1.006,0.856,20160136,5,20,0.717,0.132,15.388,0.116,0.0,16.104,0.064,0.0,15.742,0.015,0.0,15.267,0.053,0.0,14.845,0.065,0.0
0.638713,0.058618,0.555,1.302,20160136,3,8,,,,,,,,,16.26,0.061,0.0,15.716,0.055,0.0,15.441,0.084,0.0
0.65493,0.089396,0.948,0.795,20140001,4,15,0.597,0.061,15.454,0.049,0.0,16.052,0.037,0.0,15.754,0.056,0.0,15.326,0.09,0.0,15.15,0.016,0.0
0.781443,0.089028,0.124,0.159,20110001,6,28,0.612,0.06,11.283,0.05,0.0,11.895,0.033,0.0,11.545,0.026,0.0,11.125,0.051,0.0,10.935,0.03,0.0
0.790723,0.094284,0.908,1.031,20110001,2,7,0.573,0.11,15.768,0.027,0.0,16.34,0.107,0.0,15.919,0.0,1.0,15.612,0.0,1.0,15.655,0.0,1.0
0.809571,0.145373,0.117,0.14,20140001,4,20,0.769,0.064,13.269,0.058,0.0,14.038,0.026,0.0,13.592,0.024,0.0,13.047,0.044,0.0,12.789,0.03,0.0
0.737927,0.140086,0.54,0.912,20140001,4,17,0.716,0.086,14.914,0.085,0.0,15.63,0.009,0.0,15.224,0.037,0.0,14.72,0.056,0.0,14.528,0.112,0.0
0.700012,0.149014,0.208,0.146,20140135,6,27,0.701,0.069,12.683,0.048,0.0,13.384,0.049,0.0,12.967,0.027,0.0,12.505,0.065,0.0,12.312,0.039,0.0
0.62709,0.19131,0.312,0.281,20140135,5,22,0.965,0.073,13.885,0.042,0.0,14.85,0.06,0.0,14.319,0.035,0.0,13.576,0.05,0.0,13.234,0.036,0.0
0.765243,0.20892,0.294,0.372,20140135,5,22,0.798,0.058,13.692,0.038,0.0,14.49,0.044,0.0,14.042,0.026,0.0,13.451,0.044,0.0,13.218,0.044,0.0
0.746187,0.252385,0.461,0.753,20140135,5,22,0.738,0.086,14.754,0.052,0.0,15.492,0.068,0.0,15.096,0.027,0.0,14.549,0.06,0.0,14.312,0.065,0.0
0.690527,0.255628,1.037,0.903,20140001,2,5,,,,,,,,,16.787,0.021,0.0,15.695,0.0,0.0,15.357,0.0,1.0
0.917604,0.185794,0.72,0.528,20140001,3,13,0.581,0.082,15.368,0.014,0.0,15.948,0.081,0.0,15.61,0.016,0.0,15.191,0.063,0.0,15.023,0.0,1.0
0.907208,0.219018,0.478,0.339,20140001,4,20,0.656,0.066,14.329,0.045,0.0,14.985,0.049,0.0,14.581,0.039,0.0,14.185,0.051,0.0,13.995,0.067,0.0
0.887121,0.277954,0.72,0.711,20140001,3,14,0.688,0.092,15.375,0.089,0.0,16.063,0.02,0.0,15.648,0.03,0.0,15.11,0.017,0.0,14.772,0.218,0.0
