RAdeg,DEdeg,e_RAdeg,e_DEdeg,Field,nobs,mobs,B_V,e_B_V,Vmag,e_Vmag,u_e_Vmag,Bmag,e_Bmag,u_e_Bmag,gmag,e_gmag,u_e_gmag,rmag,e_rmag,u_e_rmag,imag,e_imag,u_e_imag
359.818489,-0.140232,0.463,0.635,20110001,2,8,0.77,0.109,15.767,0.025,0.0,16.537,0.106,0.0,16.193,0.049,0.0,15.55,0.006,0.0,,,
359.80276,-0.124863,0.553,0.315,20110001,3,14,0.463,0.011,12.995,0.008,0.0,13.458,0.008,0.0,13.201,0.0,0.0,12.885,0.016,0.0,12.859,0.023,0.0
359.817542,-0.108944,0.991,1.19,20110001,2,6,0.926,0.136,16.013,0.0,1.0,16.939,0.136,1.0,16.428,0.0,1.0,15.619,0.051,0.0,15.435,0.0,1.0
359.79798,-0.123508,1.042,0.071,20140001,3,8,0.873,0.009,12.924,0.0,1.0,13.796,0.009,1.0,13.319,0.0,1.0,12.577,0.008,0.0,12.397,0.095,0.0
359.79888,-0.123668,1.012,0.006,20160270,2,2,,,,,,,,,13.495,0.006,1.0,,,,12.312,0.0,1.0
359.847332,-0.066575,0.676,0.271,20160270,6,23,1.047,0.048,13.367,0.026,0.0,14.413,0.041,0.0,13.891,0.049,0.0,12.966,0.037,0.0,12.637,0.077,0.0
359.881702,-0.059602,0.732,0.449,20160270,4,13,0.942,0.035,14.674,0.02,0.0,15.616,0.029,0.0,15.108,0.03,0.0,14.502,0.142,0.0,14.275,0.077,0.0
359.791562,-0.07479,0.651,0.469,20160270,4,13,0.577,0.046,14.926,0.035,0.0,15.503,0.03,0.0,15.198,0.006,0.0,14.764,0.02,0.0,14.66,0.127,0.0
359.77168,-0.047085,0.538,0.512,20160270,4,16,0.615,0.034,14.064,0.016,0.0,14.679,0.03,0.0,14.337,0.022,0.0,13.896,0.049,0.0,13.77,0.041,0.0
359.91678,-0.051977,0.461,0.24,20160270,6,23,0.851,0.023,12.209,0.016,0.0,13.06,0.017,0.0,12.604,0.031,0.0,11.933,0.04,0.0,11.694,0.059,0.0
359.916178,-0.002978,0.822,0.46,20140135,5,21,0.596,0.048,14.799,0.029,0.0,15.395,0.039,0.0,15.079,0.04,0.0,14.624,0.086,0.0,14.494,0.136,0.0
359.897936,0.001331,1.038,0.758,20110001,2,9,0.708,0.079,15.596,0.056,0.0,16.304,0.055,0.0,15.945,0.018,0.0,15.435,0.018,0.0,15.21,0.0,1.0
359.842367,-0.005709,0.506,0.433,20140135,6,22,0.9,0.09,14.553,0.057,0.0,15.453,0.07,0.0,14.951,0.033,0.0,14.276,0.02,0.0,14.104,0.067,0.0
359.851616,0.010871,1.034,0.765,20110001,2,3,0.623,0.142,16.39,0.0,1.0,17.013,0.142,1.0,16.979,0.0,1.0,,,,,,
359.888291,0.054131,0.617,0.222,20140135,7,27,0.646,0.043,12.437,0.028,0.0,13.082,0.033,0.0,12.708,0.048,0.0,12.263,0.037,0.0,12.166,0.04,0.0
359.737371,-0.045304,0.811,0.285,20160270,5,19,0.68,0.056,13.841,0.014,0.0,14.522,0.054,0.0,14.155,0.02,0.0,13.62,0.058,0.0,13.565,0.132,0.0
359.810444,0.008846,1.004,0.926,20140135,3,6,,,,,,,,,16.958,0.086,0.0,15.935,0.089,0.0,15.741,0.155,0.0
359.772127,-0.000935,0.628,0.599,20140135,5,16,0.811,0.156,15.367,0.033,0.0,16.177,0.153,0.0,15.732,0.062,0.0,15.051,0.05,0.0,14.876,0.043,0.0
359.874052,0.068639,0.723,1.09,20140135,4,9,0.964,0.0,15.505,0.0,1.0,16.469,0.0,1.0,15.987,0.016,0.0,15.207,0.006,0.0,14.987,0.097,0.0
359.901352,0.075458,0.665,0.538,20140135,6,21,0.634,0.078,14.181,0.025,0.0,14.815,0.074,0.0,14.457,0.027,0.0,13.976,0.054,0.0,13.888,0.064,0.0
359.865917,0.106204,0.84,0.832,20140135,5,14,0.545,0.071,15.173,0.006,0.0,15.718,0.071,0.0,15.411,0.018,0.0,15.046,0.09,0.0,15.027,0.091,0.0
359.458267,-0.115609,0.683,0.105,20110001,4,20,0.658,0.109,11.736,0.028,0.0,12.395,0.105,0.0,12.028,0.031,0.0,11.528,0.048,0.0,11.431,0.053,0.0
359.408421,-0.070466,0.581,0.38,20160270,3,10,1.172,0.065,15.249,0.033,0.0,16.421,0.056,0.0,15.933,0.122,0.0,14.726,0.043,0.0,14.246,0.03,0.0
359.453184,-0.055898,0.578,0.209,20140135,4,20,0.597,0.074,13.773,0.034,0.0,14.37,0.066,0.0,14.067,0.036,0.0,13.616,0.042,0.0,13.563,0.046,0.0
359.477186,-0.059127,0.922,0.455,20140135,5,16,1.63,0.048,14.837,0.012,0.0,16.467,0.047,0.0,15.634,0.05,0.0,14.255,0.025,0.0,12.974,0.037,0.0
359.548305,-0.036667,0.965,0.691,20160270,2,4,0.834,0.294,16.277,0.041,0.0,17.111,0.291,0.0,,,,,,,,,
359.497331,0.01587,0.801,0.275,20140135,6,24,0.726,0.057,13.788,0.029,0.0,14.514,0.049,0.0,14.124,0.061,0.0,13.608,0.053,0.0,13.461,0.082,0.0
359.373396,-0.005404,0.639,0.456,20140135,3,6,,,,,,,,,15.818,0.087,0.0,14.606,0.04,0.0,14.287,0.026,0.0
359.360732,0.038524,0.921,0.803,20140135,4,16,0.703,0.163,15.348,0.142,0.0,16.051,0.079,0.0,15.606,0.028,0.0,14.985,0.097,0.0,14.823,0.177,0.0
359.459669,0.046499,0.505,0.429,20140135,3,10,0.613,0.066,15.773,0.066,0.0,16.385,0.0,1.0,16.012,0.039,0.0,15.501,0.056,0.0,15.257,0.0,1.0
359.473444,0.067236,1.097,0.66,20140135,3,4,,,,,,,,,17.318,0.0,1.0,15.889,0.0,1.0,14.842,0.075,0.0
359.476487,0.054063,0.809,0.572,20140135,4,18,0.786,0.087,14.906,0.036,0.0,15.692,0.079,0.0,15.254,0.035,0.0,14.675,0.031,0.0,14.52,0.006,0.0
359.487879,0.053094,0.996,0.296,20140135,4,20,0.942,0.165,14.126,0.016,0.0,15.068,0.164,0.0,14.534,0.038,0.0,13.936,0.117,0.0,13.65,0.086,0.0
359.531341,0.061549,0.361,0.264,20140135,5,22,0.746,0.057,14.068,0.037,0.0,14.814,0.043,0.0,14.418,0.021,0.0,13.886,0.029,0.0,13.725,0.034,0.0
359.434146,0.059085,0.744,1.02,20110001,2,7,0.845,0.104,15.774,0.0,1.0,16.618,0.104,1.0,16.247,0.105,0.0,15.471,0.047,0.0,15.191,0.0,1.0
359.461336,0.091045,1.11,0.613,20140135,5,13,0.718,0.154,15.646,0.101,0.0,16.364,0.116,0.0,15.996,0.054,0.0,15.455,0.064,0.0,15.432,0.0,1.0
359.477015,0.117881,0.521,0.352,20140135,23,83,0.547,0.075,13.931,0.033,0.0,14.478,0.067,0.0,14.143,0.067,0.0,13.784,0.074,0.0,13.602,0.062,0.0
359.631633,0.043179,0.883,1.832,20110001,2,4,1.103,0.156,11.523,0.098,0.0,12.626,0.122,0.0,,,,,,,,,
359.645023,0.035982,0.38,0.226,20140135,6,21,0.629,0.037,13.092,0.017,0.0,13.72,0.033,0.0,13.37,0.044,0.0,12.921,0.009,0.0,12.837,0.043,0.0
359.641352,0.055545,0.71,0.434,20140135,4,16,0.728,0.04,14.547,0.035,0.0,15.275,0.019,0.0,14.85,0.017,0.0,14.318,0.055,0.0,14.274,0.062,0.0
359.676183,0.051362,0.882,0.866,20110001,2,7,0.694,0.0,15.565,0.0,1.0,16.259,0.0,1.0,15.976,0.11,0.0,15.339,0.052,0.0,15.179,0.0,1.0
359.598901,0.063429,0.3,0.202,20140135,5,19,1.066,0.046,13.853,0.026,0.0,14.918,0.038,0.0,14.386,0.058,0.0,13.454,0.017,0.0,13.179,0.024,0.0
359.655717,0.131558,0.458,0.304,20140135,26,102,0.783,0.074,13.53,0.026,0.0,14.313,0.069,0.0,13.845,0.055,0.0,13.259,0.042,0.0,12.949,0.059,0.0
359.762628,0.109485,0.468,0.655,20140135,5,15,0.649,0.071,15.0,0.049,0.0,15.649,0.051,0.0,15.272,0.028,0.0,14.832,0.067,0.0,14.644,0.048,0.0
359.811568,0.150845,0.547,0.256,20140135,29,109,0.807,0.077,13.588,0.029,0.0,14.395,0.071,0.0,13.902,0.06,0.0,13.27,0.034,0.0,12.991,0.068,0.0
359.661024,0.14293,0.351,0.218,20140135,25,101,0.604,0.069,13.003,0.026,0.0,13.608,0.064,0.0,13.234,0.057,0.0,12.805,0.02,0.0,12.645,0.038,0.0
359.570573,0.132076,0.689,0.739,20140135,8,28,0.832,0.185,15.291,0.066,0.0,16.123,0.173,0.0,15.692,0.057,0.0,15.123,0.067,0.0,14.774,0.188,0.0
359.57212,0.141856,0.616,0.284,20140135,22,85,0.645,0.083,13.92,0.031,0.0,14.565,0.077,0.0,14.18,0.058,0.0,13.718,0.047,0.0,13.505,0.061,0.0
359.51577,0.126022,1.353,0.873,20110001,2,5,0.659,0.0,16.038,0.0,1.0,16.697,0.0,1.0,16.364,0.06,1.0,15.925,0.0,1.0,15.939,0.0,1.0
359.541213,0.159654,0.539,0.249,20140135,25,100,0.813,0.061,13.191,0.02,0.0,14.003,0.058,0.0,13.518,0.054,0.0,12.938,0.067,0.0,12.679,0.039,0.0
359.647629,0.166515,0.559,0.334,20140135,22,86,0.714,0.114,14.213,0.051,0.0,14.927,0.102,0.0,14.514,0.053,0.0,14.013,0.026,0.0,13.856,0.071,0.0
359.650753,0.182483,0.72,0.868,20140135,2,5,0.96,0.164,16.153,0.0,1.0,17.113,0.164,1.0,16.555,0.0,1.0,15.918,0.0,1.0,15.715,0.0,1.0
359.657727,0.185241,0.628,0.745,20140135,10,35,0.718,0.135,15.17,0.076,0.0,15.888,0.112,0.0,15.463,0.081,0.0,14.981,0.034,0.0,14.799,0.083,0.0
359.694049,0.248763,0.372,0.119,20140135,28,121,0.847,0.056,11.105,0.015,0.0,11.952,0.054,0.0,11.451,0.045,0.0,10.798,0.043,0.0,10.562,0.058,0.0
359.629546,0.211776,0.64,0.57,20140135,4,13,1.252,0.067,15.757,0.055,0.0,17.009,0.037,0.0,16.35,0.083,0.0,15.394,0.04,0.0,15.003,0.008,0.0
359.587412,0.222887,0.35,0.128,20140135,25,108,0.873,0.058,12.054,0.015,0.0,12.927,0.056,0.0,12.415,0.052,0.0,11.754,0.047,0.0,11.451,0.054,0.0
359.056342,-0.172287,0.69,0.448,20160270,4,17,0.997,0.166,14.587,0.157,0.0,15.584,0.055,0.0,15.1,0.084,0.0,14.174,0.09,0.0,13.85,0.032,0.0
359.020386,-0.181754,0.693,0.295,20160270,5,24,0.931,0.098,12.841,0.082,0.0,13.772,0.053,0.0,13.276,0.063,0.0,12.543,0.082,0.0,12.305,0.041,0.0
359.066155,-0.130676,0.386,0.108,20160270,5,23,0.285,0.086,11.755,0.058,0.0,12.04,0.064,0.0,11.877,0.06,0.0,11.781,0.073,0.0,11.847,0.058,0.0
359.070636,-0.120761,0.415,0.622,20160270,3,5,0.758,0.0,16.156,0.0,1.0,16.914,0.0,1.0,16.59,0.145,0.0,15.737,0.0,1.0,,,
359.023971,-0.092967,0.732,0.471,20140135,4,16,0.869,0.156,15.402,0.083,0.0,16.27,0.132,0.0,15.833,0.055,0.0,15.232,0.061,0.0,15.088,0.157,0.0
359.004475,-0.073312,1.54,1.237,20140135,3,8,1.314,0.0,15.591,0.0,1.0,16.905,0.0,1.0,16.236,0.051,0.0,15.03,0.226,0.0,14.557,0.136,0.0
359.059185,-0.070128,0.885,1.256,20140135,4,9,1.206,0.114,15.743,0.01,0.0,16.949,0.113,0.0,16.406,0.0,1.0,15.352,0.0,1.0,14.924,0.065,0.0
359.136277,-0.029954,0.663,0.68,20140135,4,18,0.758,0.158,14.861,0.05,0.0,15.619,0.15,0.0,15.186,0.039,0.0,14.718,0.06,0.0,14.514,0.138,0.0
359.10691,-0.015015,1.24,0.703,20140135,4,12,1.009,0.113,15.588,0.0,1.0,16.597,0.113,1.0,16.166,0.051,0.0,15.136,0.067,0.0,14.841,0.076,0.0
359.227002,-0.049623,0.377,1.013,20110001,2,2,,,,,,16.7,0.0,1.0,16.322,0.058,1.0,,,,,,
359.226469,-0.04922,1.333,0.953,20140135,4,9,0.619,0.059,15.847,0.059,0.0,16.466,0.0,1.0,16.341,0.014,0.0,15.675,0.172,0.0,15.509,0.0,1.0
359.183175,-0.045726,1.009,0.947,20160270,4,12,0.728,0.272,15.555,0.113,0.0,16.283,0.248,0.0,15.865,0.07,0.0,15.23,0.034,0.0,15.03,0.107,0.0
359.281124,-0.007042,1.271,0.529,20110001,2,6,,,,,,,,,,,,,,,12.696,0.023,1.0
359.280844,-0.007086,0.883,0.268,20140135,6,28,0.757,0.098,13.161,0.042,0.0,13.918,0.088,0.0,13.483,0.061,0.0,13.035,0.128,0.0,12.837,0.055,0.0
359.161509,0.018448,0.501,0.084,20140135,5,25,0.628,0.05,11.72,0.037,0.0,12.348,0.034,0.0,12.018,0.035,0.0,11.546,0.071,0.0,11.468,0.051,0.0
359.202685,0.026961,0.524,0.499,20140135,5,22,0.916,0.095,14.398,0.062,0.0,15.314,0.072,0.0,14.816,0.068,0.0,14.089,0.054,0.0,13.903,0.052,0.0
359.033308,-0.056504,0.581,0.503,20140135,5,23,0.688,0.098,14.671,0.077,0.0,15.358,0.061,0.0,15.003,0.054,0.0,14.47,0.067,0.0,14.335,0.041,0.0
359.064077,-0.031507,1.395,1.222,20140135,2,5,,,,,,,,,17.087,0.144,0.0,16.273,0.17,0.0,16.634,0.0,1.0
359.10966,0.004865,0.266,0.157,20140135,6,28,0.684,0.082,12.038,0.054,0.0,12.722,0.061,0.0,12.36,0.06,0.0,11.864,0.044,0.0,11.747,0.036,0.0
359.070762,0.003856,0.605,0.795,20140135,4,12,0.924,0.0,15.499,0.0,1.0,16.422,0.0,1.0,16.072,0.053,0.0,15.195,0.096,0.0,14.963,0.243,0.0
359.067221,0.027148,0.472,0.169,20140135,6,26,0.781,0.058,12.626,0.037,0.0,13.407,0.044,0.0,13.022,0.029,0.0,12.431,0.068,0.0,12.249,0.066,0.0
359.063352,0.017344,1.288,0.726,20160270,4,11,1.645,0.145,15.434,0.053,0.0,17.079,0.135,0.0,16.428,0.13,0.0,15.029,0.149,0.0,13.909,0.03,0.0
359.0357,0.048946,0.501,0.496,20140135,6,21,0.678,0.141,15.464,0.121,0.0,16.142,0.073,0.0,15.836,0.095,0.0,15.287,0.087,0.0,15.131,0.021,0.0
359.129032,0.012577,0.574,0.242,20140135,4,19,0.825,0.055,13.915,0.047,0.0,14.74,0.028,0.0,14.357,0.031,0.0,13.639,0.057,0.0,13.497,0.083,0.0
359.118998,0.037241,0.605,0.652,20140135,3,14,0.946,0.213,15.336,0.117,0.0,16.282,0.178,0.0,15.809,0.02,0.0,15.071,0.061,0.0,14.874,0.008,0.0
359.20498,0.074277,1.224,0.916,20140135,5,16,0.989,0.196,15.688,0.021,0.0,16.677,0.195,0.0,16.267,0.108,0.0,15.365,0.064,0.0,15.093,0.014,0.0
359.17607,0.089267,0.891,0.424,20140135,17,56,0.767,0.095,14.739,0.055,0.0,15.505,0.078,0.0,15.068,0.071,0.0,14.497,0.135,0.0,14.232,0.048,0.0
359.06266,0.053917,0.854,0.562,20140135,6,18,0.505,0.163,15.628,0.068,0.0,16.133,0.148,0.0,15.831,0.037,0.0,15.5,0.11,0.0,15.396,0.083,0.0
359.086139,0.093214,0.497,0.228,20140135,20,72,0.506,0.053,13.039,0.041,0.0,13.545,0.034,0.0,13.227,0.045,0.0,12.843,0.058,0.0,12.755,0.061,0.0
359.046682,0.14647,0.814,0.807,20140135,6,15,0.97,0.163,15.465,0.108,0.0,16.435,0.123,0.0,15.96,0.073,0.0,15.069,0.026,0.0,14.829,0.0,1.0
359.022847,0.211178,0.465,0.129,20140135,20,77,0.953,0.058,11.611,0.043,0.0,12.564,0.039,0.0,11.996,0.03,0.0,11.287,0.053,0.0,10.996,0.057,0.0
359.376027,0.070288,0.387,0.128,20140135,5,19,0.861,0.074,12.901,0.032,0.0,13.762,0.067,0.0,13.329,0.038,0.0,12.621,0.027,0.0,12.376,0.036,0.0
359.34436,0.079,0.984,0.808,20140135,4,11,1.252,0.125,15.533,0.0,1.0,16.785,0.125,1.0,16.237,0.093,0.0,14.961,0.034,0.0,14.445,0.111,0.0
359.358355,0.09469,0.608,0.45,20140135,21,62,0.498,0.097,14.666,0.057,0.0,15.164,0.078,0.0,14.865,0.065,0.0,14.489,0.046,0.0,14.362,0.057,0.0
359.261785,0.050866,0.556,0.371,20140135,3,9,1.438,0.097,15.058,0.0,1.0,16.496,0.097,1.0,15.826,0.047,0.0,14.455,0.011,0.0,13.768,0.053,0.0
359.278923,0.064943,0.673,0.519,20140135,5,16,0.604,0.075,15.175,0.073,0.0,15.779,0.019,0.0,15.472,0.043,0.0,15.039,0.104,0.0,15.004,0.099,0.0
359.22144,0.079926,0.633,0.203,20140135,22,87,0.922,0.054,12.87,0.024,0.0,13.792,0.048,0.0,13.271,0.054,0.0,12.529,0.058,0.0,12.25,0.035,0.0
359.234609,0.088427,0.535,0.222,20140135,19,72,1.32,0.054,12.186,0.029,0.0,13.506,0.045,0.0,12.798,0.06,0.0,11.655,0.041,0.0,11.252,0.072,0.0
359.377611,0.0933,0.399,0.61,20140135,2,4,0.543,0.122,16.192,0.103,0.0,16.735,0.064,0.0,,,,,,,,,
359.398221,0.105786,0.585,0.463,20140135,20,65,0.625,0.128,14.54,0.031,0.0,15.166,0.124,0.0,14.786,0.061,0.0,14.326,0.061,0.0,14.106,0.067,0.0
359.353578,0.104611,0.855,1.291,20140135,2,4,0.4,0.0,16.548,0.0,1.0,16.948,0.0,1.0,16.763,0.087,1.0,16.122,0.0,1.0,,,
359.38757,0.133062,0.707,0.574,20140135,7,28,0.68,0.146,15.553,0.094,0.0,16.233,0.111,0.0,15.922,0.088,0.0,15.376,0.063,0.0,15.104,0.142,0.0
359.402023,0.155697,0.535,0.218,20140135,23,88,1.093,0.067,13.159,0.021,0.0,14.252,0.064,0.0,13.667,0.06,0.0,12.67,0.029,0.0,12.294,0.039,0.0
359.412218,0.161693,0.562,0.986,20140135,2,3,,,,,,,,,16.677,0.0,1.0,15.766,0.0,1.0,15.39,0.149,1.0
359.424001,0.156531,0.47,0.308,20140135,19,68,0.624,0.071,14.411,0.039,0.0,15.034,0.059,0.0,14.671,0.061,0.0,14.233,0.033,0.0,14.019,0.087,0.0
359.364068,0.160774,0.61,0.55,20140135,16,52,0.784,0.13,14.745,0.073,0.0,15.528,0.108,0.0,15.108,0.063,0.0,14.463,0.032,0.0,14.242,0.09,0.0
359.351025,0.170153,0.634,0.996,20140135,5,11,1.03,0.0,15.548,0.0,1.0,16.577,0.0,1.0,16.103,0.072,0.0,15.012,0.02,0.0,14.299,0.086,0.0
359.242579,0.129642,0.644,0.304,20140135,23,79,0.504,0.072,13.571,0.045,0.0,14.076,0.056,0.0,13.746,0.047,0.0,13.433,0.066,0.0,13.356,0.076,0.0
359.251853,0.13056,0.471,0.206,20140135,22,86,0.551,0.065,13.381,0.045,0.0,13.932,0.048,0.0,13.584,0.048,0.0,13.201,0.043,0.0,13.117,0.112,0.0
359.23998,0.158978,0.231,0.092,20140135,21,54,0.539,0.062,10.062,0.036,0.0,10.601,0.051,0.0,10.421,0.155,0.0,10.003,0.155,0.0,9.747,0.0,1.0
359.161048,0.154605,0.475,0.702,20140135,11,30,0.906,0.141,14.952,0.066,0.0,15.858,0.124,0.0,15.399,0.046,0.0,14.595,0.071,0.0,14.323,0.039,0.0
359.203866,0.158848,0.834,0.577,20140135,7,24,0.85,0.136,15.428,0.067,0.0,16.278,0.118,0.0,15.866,0.063,0.0,15.18,0.088,0.0,14.94,0.08,0.0
359.365172,0.219166,0.541,0.449,20140135,20,67,0.899,0.084,14.47,0.048,0.0,15.368,0.069,0.0,14.834,0.04,0.0,14.175,0.126,0.0,13.892,0.084,0.0
359.244288,0.19585,0.628,0.373,20140135,14,45,1.335,0.11,14.589,0.04,0.0,15.923,0.102,0.0,15.254,0.053,0.0,13.951,0.029,0.0,13.37,0.049,0.0
359.259858,0.259435,0.41,0.262,20140135,22,91,0.855,0.058,12.483,0.023,0.0,13.337,0.053,0.0,12.838,0.04,0.0,12.171,0.035,0.0,11.908,0.037,0.0
359.484386,0.211392,0.767,0.809,20140135,3,10,1.314,0.132,15.899,0.051,0.0,17.213,0.122,0.0,16.535,0.058,0.0,15.378,0.069,0.0,15.039,0.166,0.0
359.496132,0.218175,0.75,0.485,20140135,7,25,0.582,0.081,15.319,0.053,0.0,15.901,0.061,0.0,15.606,0.089,0.0,15.126,0.057,0.0,15.021,0.075,0.0
359.472213,0.225155,0.696,0.547,20140135,12,39,0.564,0.131,15.304,0.043,0.0,15.868,0.123,0.0,15.546,0.071,0.0,15.14,0.079,0.0,15.094,0.23,0.0
359.467478,0.270699,0.462,0.638,20140135,9,33,0.652,0.113,15.251,0.058,0.0,15.903,0.097,0.0,15.564,0.097,0.0,15.084,0.038,0.0,14.835,0.137,0.0
359.622675,0.293583,0.335,1.478,20140135,2,4,0.651,0.402,16.849,0.037,0.0,17.5,0.401,0.0,,,,,,,,,
359.613785,0.308974,1.096,0.747,20140135,7,19,0.685,0.097,15.515,0.087,0.0,16.2,0.043,0.0,15.834,0.083,0.0,15.323,0.066,0.0,15.0,0.0,1.0
359.554652,0.330531,0.555,0.451,20140135,12,35,0.928,0.097,14.924,0.039,0.0,15.852,0.089,0.0,15.358,0.06,0.0,14.573,0.034,0.0,14.259,0.089,0.0
359.582907,0.324808,0.348,0.111,20140135,26,68,1.046,0.054,10.212,0.019,0.0,11.258,0.05,0.0,10.709,0.077,0.0,9.985,0.103,0.0,9.573,0.0,1.0
359.549143,0.351379,0.508,0.305,20140135,26,105,1.01,0.065,13.81,0.025,0.0,14.819,0.06,0.0,14.236,0.048,0.0,13.456,0.029,0.0,13.108,0.056,0.0
359.368558,0.304963,1.239,0.767,20140135,5,13,0.607,0.131,16.063,0.111,0.0,16.67,0.07,0.0,16.323,0.079,0.0,15.867,0.07,0.0,15.647,0.0,1.0
359.339903,0.327014,0.42,0.184,20140135,24,97,0.829,0.065,13.083,0.035,0.0,13.912,0.054,0.0,13.422,0.043,0.0,12.806,0.049,0.0,12.541,0.037,0.0
359.388749,0.304254,0.518,0.126,20140135,22,87,0.456,0.075,12.013,0.023,0.0,12.468,0.071,0.0,12.177,0.051,0.0,11.865,0.02,0.0,11.783,0.071,0.0
359.40771,0.331753,0.766,0.769,20140135,6,21,0.714,0.133,15.604,0.091,0.0,16.318,0.096,0.0,15.947,0.062,0.0,15.379,0.061,0.0,15.148,0.029,0.0
359.461916,0.314959,0.43,0.184,20140135,24,102,0.899,0.055,12.748,0.017,0.0,13.648,0.052,0.0,13.133,0.048,0.0,12.417,0.05,0.0,12.121,0.021,0.0
359.500331,0.334654,0.519,0.315,20140135,23,91,0.578,0.059,14.013,0.031,0.0,14.591,0.05,0.0,14.232,0.048,0.0,13.825,0.058,0.0,13.681,0.093,0.0
359.528136,0.353466,0.479,0.771,20140135,6,17,0.74,0.064,15.361,0.054,0.0,16.101,0.034,0.0,15.797,0.013,0.0,15.171,0.041,0.0,14.963,0.017,0.0
359.429395,0.359305,0.799,0.606,20140135,6,15,0.704,0.049,15.512,0.042,0.0,16.217,0.026,0.0,15.88,0.093,0.0,15.293,0.026,0.0,14.993,0.106,0.0
359.483041,0.435194,0.999,1.011,20140135,4,10,0.925,0.124,16.091,0.055,0.0,17.016,0.111,0.0,16.642,0.021,0.0,15.812,0.006,0.0,,,
359.095984,0.233488,0.623,0.394,20140135,19,70,1.056,0.084,14.186,0.039,0.0,15.242,0.075,0.0,14.668,0.053,0.0,13.717,0.026,0.0,13.34,0.057,0.0
359.125354,0.251676,1.176,1.133,20110001,2,4,,,,,,,,,16.977,0.014,0.0,16.332,0.128,0.0,,,
359.200271,0.249579,0.798,0.88,20140135,7,21,0.729,0.185,15.731,0.067,0.0,16.46,0.172,0.0,15.99,0.075,0.0,15.523,0.029,0.0,15.346,0.134,0.0
359.215411,0.254034,0.542,0.188,20140135,24,98,0.634,0.065,12.99,0.045,0.0,13.624,0.046,0.0,13.24,0.045,0.0,12.795,0.063,0.0,12.669,0.094,0.0
359.21193,0.25976,0.553,0.415,20140135,19,68,0.547,0.09,14.125,0.068,0.0,14.672,0.059,0.0,14.328,0.06,0.0,13.961,0.038,0.0,13.814,0.073,0.0
359.249061,0.269707,0.488,0.524,20140135,6,19,0.812,0.106,15.394,0.07,0.0,16.206,0.079,0.0,15.717,0.022,0.0,15.091,0.043,0.0,14.821,0.021,0.0
359.054077,0.302253,0.697,0.533,20140135,10,31,0.592,0.088,14.968,0.034,0.0,15.56,0.081,0.0,15.206,0.053,0.0,14.795,0.044,0.0,14.626,0.132,0.0
359.065047,0.306429,0.596,0.425,20140135,14,44,0.616,0.166,14.99,0.143,0.0,15.606,0.085,0.0,15.191,0.072,0.0,14.764,0.048,0.0,14.65,0.093,0.0
359.080403,0.322083,0.463,0.275,20140135,21,79,0.447,0.075,13.453,0.062,0.0,13.9,0.043,0.0,13.6,0.043,0.0,13.31,0.042,0.0,13.213,0.062,0.0
359.120513,0.33651,0.876,0.935,20140135,4,13,0.987,0.07,15.805,0.066,0.0,16.792,0.026,0.0,16.228,0.063,0.0,15.541,0.11,0.0,15.041,0.0,1.0
359.079421,0.344963,0.926,0.937,20140135,2,5,0.866,0.287,16.111,0.189,0.0,16.978,0.216,0.0,,,,15.756,0.0,1.0,,,
359.112572,0.374324,0.677,0.764,20140135,7,21,0.728,0.162,15.401,0.105,0.0,16.13,0.124,0.0,15.6,0.098,0.0,15.122,0.024,0.0,14.92,0.055,0.0
359.101561,0.393016,0.566,0.299,20140135,19,68,0.514,0.068,14.374,0.05,0.0,14.889,0.046,0.0,14.567,0.028,0.0,14.218,0.054,0.0,14.097,0.116,0.0
359.130761,0.397748,0.826,0.787,20140135,7,20,0.44,0.182,15.693,0.071,0.0,16.132,0.167,0.0,15.945,0.074,0.0,15.602,0.0,0.0,15.763,0.389,0.0
359.3629,0.363489,0.403,0.201,20140135,23,103,1.122,0.053,12.528,0.023,0.0,13.65,0.047,0.0,13.013,0.044,0.0,12.134,0.045,0.0,11.748,0.033,0.0
359.381976,0.373063,0.86,0.693,20140135,5,18,1.138,0.144,15.5,0.118,0.0,16.638,0.082,0.0,15.953,0.046,0.0,15.025,0.111,0.0,14.577,0.034,0.0
359.259126,0.351165,1.348,1.015,20140135,4,10,0.8,0.101,15.507,0.044,0.0,16.307,0.091,0.0,15.745,0.006,0.0,15.374,0.085,0.0,,,
359.2921,0.376107,0.885,0.666,20140135,10,30,1.014,0.098,15.259,0.061,0.0,16.273,0.076,0.0,15.764,0.079,0.0,14.846,0.044,0.0,14.546,0.077,0.0
359.439243,0.469512,0.418,0.313,20140135,19,77,0.577,0.073,14.413,0.041,0.0,14.989,0.061,0.0,14.633,0.047,0.0,14.226,0.034,0.0,14.078,0.09,0.0
359.395931,0.481419,0.479,0.238,20140135,23,90,0.689,0.062,13.992,0.024,0.0,14.681,0.058,0.0,14.262,0.04,0.0,13.779,0.035,0.0,13.609,0.039,0.0
359.362157,0.474014,0.292,1.407,20140135,3,6,0.721,0.183,15.849,0.091,0.0,16.57,0.158,0.0,16.062,0.0,1.0,15.711,0.0,1.0,,,
359.362258,0.47446,0.997,0.8,20140135,2,7,0.679,0.189,15.797,0.11,0.0,16.476,0.154,0.0,16.085,0.0,1.0,15.646,0.0,1.0,15.65,0.0,1.0
